Mes;Categoria;Voltaje;Grupo_consumo;Tipo_consumo;Tarifa;Clientes_BOL;MWh_BOL;FACT_BOL;Clientes_EOR;MWh_EOR;FACT_EOR;Clientes_ESM;MWh_ESM;FACT_ESM;Clientes_GYE;MWh_GYE;FACT_GYE;Clientes_GLR;MWh_GLR;FACT_GLR;Clientes_LRS;MWh_LRS;FACT_LRS;Clientes_MAN;MWh_MAN;FACT_MAN;Clientes_MLG;MWh_MLG;FACT_MLG;Clientes_STE;MWh_STE;FACT_STE;Clientes_STD;MWh_STD;FACT_STD;Clientes_SUC;MWh_SUC;FACT_SUC;;
Feb;General;Media;Otros;Público;MTCGCD05 (MT / Abonados Especiales con Demanda);S;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Público;MTCGCD06 (MT / Abonados Especiales con Demanda Horaria);S;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Público;MTCGCD07 (MT / Asistencia Social con Demanda);S;1;14;106,54898;8300,38;18;22,29414;1861,3;17;136,20268;10230,59;32;460,0384;33403,34;24;404,80546;30494,66;25;291,09398;22194,05;60;168,1777;13738,21;12;230,83534;16866,73;10;371,90493;26717,61;16;110,71812;8688,9;0;0;0
Feb;General;Media;Otros;Público;MTCGCD08 (MT / Asistencia Social con Demanda Horaria);S;1;0;0;0;40;1413,80388;94258,41;10;812,60443;53995,24;20;5234,2204;319815,29;4;657,39955;43661,07;2;486,84906;33009,58;34;2707,63934;180252,44;1;388,416;25558,37;0;0;0;10;687,49918;46582,54;7;252,56;17049,38
Feb;General;Media;Otros;Público;MTCGCD09 (MT / Beneficio Público con Demanda);S;3;35;114,2305;8735,18;33;41,36508;3331,86;58;339,68524;28227,55;63;1253,0997;90093,43;42;417,27408;33886,07;34;158,4203;12896,15;215;494,60038;42748,8;15;113,48602;9282,03;15;74,39679;5677,8;34;155,90882;12302,3;0;0;0
Feb;General;Media;Otros;Público;MTCGCD10 (MT / Beneficio Público con Demanda Horaria);S;3;0;0;0;30;569,68532;40478,12;3;54,44989;3790,07;21;1686,7492;108395,42;4;45,11157;2948,53;2;61,5927;4304,25;20;880,27806;63344,23;0;0;0;0;0;0;3;45,32768;3410,39;10;123,53648;8461,42
Feb;General;Media;Otros;Público;MTCGCD30 (MT / Bombeo de agua comunidades campesinas);N;4;0;0;0;0;0;0;0;0;0;0;0;0;3;7,92263;319,71;0;0;0;0;0;0;0;0;0;2;16,67496;668,39;0;0;0;0;0;0
Feb;General;Media;Otros;Público;MTCGCD11 (MT / Bombeo de Agua con Demanda);S;4;0;0;0;2;0,17544;65,83;30;168,21392;14862,57;2;17,52346;1148,35;147;871,3963;71600,61;89;1554,8595;120263,25;64;93,75224;9068,54;49;1542,27866;110922,52;7;83,77484;6329,07;31;249,36042;19954,29;0;0;0
Feb;General;Media;Otros;Público;MTCGCD12 (MT / Bombeo de Agua con Demanda Horaria);S;4;0;0;0;0;0;0;4;122,95795;11745,76;5;2367,4;111809,42;8;-56,8258;-4143;1;47,14746;3099,43;65;484,25947;41272,2;1;30,98454;2057,15;2;753,59928;48726,59;0;0;0;3;9,7769;1569,4
Feb;General;Media;Comercial;Público;MTCGCD01 (MT / Comercial con Demanda);S;5;0;0;0;0;0;0;8;17,65946;2261,01;6;70,6656;7807,21;13;78,19048;18912,58;5;12,4083;1438,93;22;233,8063;25746,45;19;419,71148;48101,96;0;0;0;2;11,36076;1247,23;0;0;0
Feb;General;Media;Comercial;Público;MTCGCD02 (MT / Comercial con Demanda Horaria);S;5;0;0;0;0;0;0;0;0;0;0;0;0;1;3,3456;333,82;1;56,813;5526,42;7;147,18096;15366,76;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Público;MTCGCD13 (MT / Entidades Oficiales Con Demanda);S;7;98;190,68064;17611,02;203;287,70834;26908,19;176;1271,1112;118007,53;212;3225,77858;248808,01;289;1853,90282;173091,89;133;656,99006;61543,86;509;1626,58122;152992,02;37;455,77996;40260,44;138;1435,034;134133,11;126;656,26318;61073,77;0;0;0
Feb;General;Media;Otros;Público;MTCGCD14 (MT / Entidades Oficiales Con Demanda Horaria);S;7;0;0;0;163;1795,08958;147857,4;13;499,8057;40421,18;124;6257,7332;430309,33;8;238,29129;20361,81;6;125,92104;9936,54;120;2311,80888;184651,45;1;132,717;11817,34;2;262,5426;20678,25;38;1910,69032;146690,77;31;1308,1295;105241,83
Feb;General;Media;Otros;Público;MTCGCD15 (MT / Escenarios Deportivos con Demanda);S;8;0;0;0;5;2,12568;215,06;0;0;0;1;1,52898;123,47;0;0;0;6;13,55802;1662,61;4;1,29948;252,87;0;0;0;5;1,9648;1855,07;2;6,11262;1440,41;0;0;0
Feb;General;Media;Otros;Público;MTCGCD16 (MT / Escenarios Deportivos con Demanda Horaria);S;8;0;0;0;0;0;0;0;0;0;1;18,9;1602,03;0;0;0;0;0;0;7;46,6396;5345,33;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Público;MTCGCD25 (MT / Estación de Carga Rápida con Demanda Horaria Diferenciada);S;16;0;0;0;0;0;0;0;0;0;4;53,47248;3465,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Público;MTCGCD31 (MT / Estacionales y Ocasionales);S;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Industrial;Público;MTCGCD03 (MT / Industrial con Demanda);S;9;0;0;0;0;0;0;1;1,6686;318,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;271,5;31469,96;0;0;0;0;0;0
Feb;General;Media;Industrial;Público;MTCGCD32 (MT / Industrial con Demanda Horaria Diferenciada);S;9;0;0;0;0;0;0;2;189,95131;18554,87;0;0;0;0;0;0;1;0;4,16;0;0;0;0;0;0;0;0;0;0;0;0;1;144,55;13532,06
Feb;General;;Industrial;Público;REFACTIN (Industrial / Refacturaciones y Reliquidaciones);;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Público;MTCGCD36 (MT / Autoconsumo con Demanda Horaria);S;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Público;MTCGCD37 (MT / Autoconsumo con Demanda);S;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Público;MTCGCD19 (MT / Otros con Demanda);S;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;;Comercial;Público;REFACTCO (Comercial / Refacturaciones y Reliquidaciones);;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Público;MTCGCD35 (MT / Servicio Comunitario con Demanda);S;12;0;0;0;0;0;0;0;0;0;6;28,74;2322,46;4;4,30236;380,34;0;0;0;1;0,8568;137,33;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Público;MTCGCD34 (MT / Servicio Comunitario con Demanda Horaria);S;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Público;MTCGCD39 (MT / Bombeo de Agua para Servicio Público de Agua con Demanda Horaria);S;4;0;0;0;45;1143,26602;54585,67;9;254,79822;11904,95;28;1077,26058;53924,49;23;972,65548;54487,12;6;47,3229;2674,92;63;3745,1355;183796,87;0;0;0;0;0;0;35;304,11526;16387,51;4;432,46;20065,11
Feb;General;Alta;Otros;Público;ATCGCD14 (AT / Asistencia Social con Demanda Horaria);S;1;0;0;0;0;0;0;0;0;0;0;0;0;1;451,008;29747,24;0;0;0;1;727,98;47631,62;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Otros;Público;ATCGCD15 (AT / Beneficio Público con Demanda Horaria);S;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;293,192;20340,64;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Otros;Público;ATCGCD03 (AT / Abonados Especiales con Demanda Horaria);S;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Otros;Público;ATCGCD04 (AT / Bombeo de Agua con Demanda Horaria);S;4;0;0;0;0;0;0;0;0;0;2;3628,65199;188146,5;1;7281,135;427512,57;0;0;0;1;2717,20248;167952,04;0;0;0;1;886,698;61535,45;0;0;0;0;0;0
Feb;General;Alta;Otros;Público;ATCGCD16 (AT / Estación de Carga Rápida con Demanda Horaria Diferenciada);S;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Industrial;Público;ATCGCD07 (AT / Industrial con Demanda Horaria Diferenciada);S;9;0;0;0;0;0;0;2;4087,9662;406289,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2136,76058;196434,57;0;0;0;0;0;0
Feb;General;;Otros;Público;REFACTOT (Otros / Refacturaciones y Reliquidaciones);;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Otros;Público;ATCGCD08 (AT / Servicio Comunitario con Demanda Horaria);S;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Otros;Público;ATCGCD12 (AT / Autoconsumo con Demanda Horaria);S;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Otros;Público;ATCGCD05 (AT / Otros con Demanda Horaria);S;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Comercial;Público;ATCGCD09 (AT / Comercial con Demanda Horaria);S;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Otros;Público;ATCGCD10 (AT / Entidades Oficiales con Demanda Horaria);S;7;0;0;0;2;981,933;75582,3;1;610,6347;45191,89;6;3106,7104;195938,3;2;289,48824;20661,59;0;0;0;0;0;0;0;0;0;1;384;27939,22;2;1038,53;77523,43;0;0;0
Feb;General;Alta;Otros;Público;ATCGCD11 (AT / Escenarios Deportivos con Demanda Horaria);S;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Otros;Público;ATCGCD13 (AT / Bombeo de Agua para Servicio Público de Agua con Demanda Horaria);S;4;0;0;0;0;0;0;1;3276,00777;149296,11;1;568;24793,48;1;11616,812;480590;0;0;0;5;4634,39192;195756,08;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Alta;Industrial;Público;EATCGCD1 (AT / Industrial con Demanda Horaria Diferenciada - AT1);S;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20627,96201;1832074,57
Feb;General;Baja;Otros;Privado;BTCGSD06 (BT / Abonados Especiales con Demanda);S;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Privado;BTCGSD10 (BT / Abonados Especiales con Demanda Horaria);S;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Privado;NDCGCD01 (BT / Asistencia Social con Demanda Horaria);S;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9,56454;773,23
Feb;General;Baja;Otros;Privado;BTCGCD21 (BT / Bombeo de Agua Comunidades Campesinas);N;4;0;0;0;21;36,54354;1476,44;14;15,631;635,04;3;0,477;21,18;328;196,55197;8092,37;41;27,9832;1148,03;934;475,85992;20108,61;10;10,999;446,96;11;13,909;564,06;40;42,03218;1709,29;112;82,28684;3369,87
Feb;General;Baja;Otros;Privado;BTCGCD06 (BT / Bombeo de Agua con Demanda);S;4;0;0;0;0;0;0;1;1,271;128,9;37;105,86008;10168,56;85;115,577;13153,5;3;0,83234;205,13;27;119,85982;11212,98;11;47,19152;4377,31;1;4,32072;3088,77;1;6,579;547,79;19;12,71532;1397,32
Feb;General;Baja;Otros;Privado;BTCGCD34 (BT / Bombeo de Agua con Demanda Horaria);S;4;0;0;0;1;81,80946;4445,38;0;0;0;5;15,567;1367,28;0;0;0;9;4,04068;2040,72;2;23,49162;1886,12;0;0;0;0;0;0;0;0;0;4;4,63997;503,44
Feb;General;Baja;Comercial;Privado;BTCGSD01 (BT / Comercial);N;5;3514;977,17746;99577,88;17415;8481,26162;863964,87;6618;2902,41766;294225,07;66713;33418,93275;3403081,13;17556;10557,35008;1072282,29;6886;3070,80123;333888,98;16073;8722,74646;886355,62;10734;4558,60268;463398,41;5942;2881,11747;291792,69;25960;8719,78039;886798,33;11694;4711,52185;478591,83
Feb;General;Baja;Comercial;Privado;BTCGCD01 (BT / Comercial con Demanda);S;5;12;28,738;3072,68;1;0,73644;94,08;67;181,95689;20649,87;4560;15807,39774;1761903;1096;5435,25301;605087,49;64;187,40954;21288,07;114;242,57044;28336,95;316;1048,8392;116520,08;39;124,36128;13378,27;26;72,94994;8162,49;97;115,4592;13869,41
Feb;General;Baja;Comercial;Privado;BTCGCD31 (BT / Comercial con Demanda Horaria);S;5;0;0;0;1;6,17916;640,86;0;0;0;42;384,105;38789,82;0;0;0;0;0;0;22;168,40556;17739,48;2;7,452;707,02;0;0;0;0;0;0;622;3015,25434;308895,65
Feb;General;Baja;Otros;Privado;BTCGSD09 (BT / Culto Religioso);N;6;313;23,87754;1417,53;544;112,09113;6230,76;459;97,48099;5115,46;466;242,56924;22002,61;919;277,76091;15135,94;443;105,22196;5630,65;377;130,69804;7044,09;431;100,588;5308,86;187;64,24833;3474,46;737;128,81978;6889,1;406;56,942;3026,27
Feb;General;Baja;Otros;Privado;BTCGCD32 (BT / Culto Religioso con Demanda);S;6;1;0,969;82,82;0;0;0;0;0;0;59;83,41086;8303,22;3;4,701;557,27;3;3,56684;346,95;0;0;0;15;18,46644;2203,21;1;0,282;44,79;1;0,596;85,15;0;0;0
Feb;General;Baja;Otros;Privado;BTCGCD08 (BT / Escenarios Deportivos con Demanda);S;8;1;2,085;218,7;0;0;0;0;0;0;9;29,40202;3121,44;0;0;0;3;0,92616;180,93;2;2,76974;332,08;1;0,01836;29,01;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Industrial;Privado;BTCGSD02 (BT / Industrial Artesanal);N;9;86;18,57984;1565,82;819;323,9257;27547,38;213;56,00422;4667,5;798;429,73983;38255,65;165;83,73093;7104,59;183;50,34508;4225,73;268;144,3587;12365,19;24;10,15862;858,33;78;43,34074;3719,27;85;33,216;2808,54;210;74,25829;6204,56
Feb;General;Baja;Industrial;Privado;BTCGCD02 (BT / Industrial con Demanda);S;9;4;3,495;546,51;0;0;0;5;4,69694;614,56;479;1236,78656;136247,26;11;11,77;1878,41;4;1,04936;162,63;45;81,63884;9509,32;44;26,2523;3399,33;0;0;0;0;0;0;11;-1,286;163,95
Feb;General;Baja;Industrial;Privado;BTCGCD30 (BT / Industrial con Demanda Horaria);S;9;0;0;0;0;0;0;0;0;0;1;5,699;480,31;1;-24,6636;-3210,94;6;12,64308;2025,47;25;316,63024;28095,29;1;9,583;896,62;0;0;0;0;0;0;167;920,38026;78466,43
Feb;Alumbrado Público;;Alumbrado Público;Privado;REFACTAL (Alumbrado Público / Refacturaciones y Reliquidaciones);;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;Residencial;;Residencial;Privado;REFACTRE (Residencial / Refacturaciones y Reliquidaciones);;10;0;0;0;0;0;0;0;0,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;Residencial;Baja;Residencial;Privado;BTCRSD01 (BT / Residencial);N;10;64200;4316,8094;495961,34;230116;36684,91902;4040431,44;98816;14090,82555;1510374,79;548376;146994,3248;14893002,42;291140;76953,57622;8775245,39;119416;17682,93767;1996038,42;295496;54580,90508;5829161,85;126983;21225,5327;2256620,99;69498;12586,5608;1371335,45;224324;25960,7005;2774794,31;87375;13114,359;1411855,42
Feb;Residencial;Baja;Residencial;Privado;BTCRSD02 (BT / Residencial Temporal);N;10;0;0;0;0;0;0;5761;545,1967;78194,83;1962;166,76312;24123,84;0;0;0,000003;0;0;0;293;24,23;3161,88;0;0;0;11164;1732,81403;238419,1;0;0;0;2;0,04;7,96
Feb;Residencial;Baja;Residencial;Privado;BTCRSD03 (BT / Residencial para el Programa PEC);N;10;3168;392,83858;31076,12;25081;4818,68309;410105,37;15846;2813,17936;244536,98;90948;24526,51267;2030123,96;52069;12347,49045;1061069,79;20917;3694,40067;311871,03;35909;8453,40734;723921,86;21334;4481,353;373618,58;12490;2521,31366;213163,64;20500;3029,5413;254839,38;9676;2048,02501;177988,35
Feb;General;Baja;Otros;Privado;BTCGCD04 (BT / Autoconsumo con Demanda);S;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Privado;BTCGCD03 (BT / Asistencia Social con Demanda);S;1;0;0;0;0;0;0;0;0;0;72;178,6434;14342,94;3;12,973;1116,91;1;21,87084;1601,09;2;1,85738;159,91;1;0,58;56,33;0;0;0;0;0;0;3;1,7552;167,46
Feb;General;Baja;Otros;Privado;BTCGCD05 (BT / Beneficio Público con Demanda);S;3;0;0;0;0;0;0;0;0;0;1;8,23242;563,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,25;53,06
Feb;General;Baja;Otros;Privado;BTCGCD09 (BT / Otros con Demanda);S;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Privado;BTCGCD20 (BT / Beneficio Público con Demanda Horaria);S;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;12,24204;1076,4
Feb;General;Baja;Otros;Privado;BTCGCD37 (BT / Autoconsumo con Demana Horaria);S;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Privado;BTCGCD38 (BT / Otros con Demanda Horaria);S;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Privado;BTCGSD03 (BT / Asistencia Social);N;1;0;0;0;22;10,98642;607,91;38;13,42176;749,5;362;238,63916;22348,49;43;20,669;1120,8;24;9,13754;495,92;188;62,76204;3458,58;1;0,247;10,2;12;2,005;109,52;6;2,613;142,99;54;13,78;782,29
Feb;General;Baja;Otros;Privado;BTCGSD04 (BT / Beneficio Público);N;3;0;0;0;2;1,00062;57,76;52;12,74328;678,12;1;2,735;276,19;14;9,343;534,26;22;9,318;545,15;26;9,207;494,41;4;3,073;178,99;16;28,53373;1744,26;59;11,82626;673,08;59;17,53504;969,57
Feb;General;Baja;Otros;Privado;BTCGSD08 (BT / Otros);N;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Privado;BTCGSD12 (BT / Escenarios Deportivos);N;8;10;0,635;66,18;34;7,59158;699,26;0;0;0;4;5,427;523,14;4;1,492;138,52;12;4,657;426,95;12;2,34828;220,48;4;2,207;201,35;6;0,68283;65,64;18;6,0256;554,79;8;1,246;117,84
Feb;General;Baja;Otros;Privado;BTCGSD13 (BT / Bombeo de Agua);N;4;13;4,07326;345,67;53;33,61488;2759,67;69;22,60514;1839,98;22;4,3966;342,58;391;195,47344;16107,86;93;-16,2701;-1411,91;342;136,17712;11292,21;57;-10,91224;-1211,37;28;14,22468;1158,34;132;112,67736;9235,95;1;0,495;39,2
Feb;General;Baja;Otros;Privado;BTCGCD12 (BT / Ocasional);S;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Privado;BTCGSD11 (BT / Servicio Comunitario);N;12;0;0;0;56;29,38722;2706,64;49;35,64798;3246,12;753;218,69176;19640,82;932;570,953;52730,53;1;0,035;4,28;65;42,03642;3840,65;3;2,682;243,76;290;442,66434;40874,64;136;30,47758;2845,06;43;6,015;576,85
Feb;General;Baja;Otros;Privado;BTCGCD11 (BT / Servicio Comunitario con Demanda);S;12;0;0;0;0;0;0;2;2,506;254,27;291;522,92472;53302,06;162;4003,92067;97133,47;1;7,06;660,19;22;62,08098;6186,18;0;0;0;3;7,07166;840,56;0;0;0;0;0;0
Feb;General;Baja;Otros;Privado;BTCGCD36 (BT / Escenarios Deportivos con Demanda Horaria);S;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Baja;Otros;Privado;BTCGCD39 (BT / Servicio Comunitario con Demanda Horaria);S;12;0;0;0;0;0;0;0;0;0;4;153,642;13303,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;44,4312;3940,44
Feb;General;Baja;Otros;Privado;BTCGCD41 (BT / Vehículos Eléctricos con Demanda Horaria);S;15;1;1,054;76,38;1;0,577;69,32;0;0;0;80;36,515;3630,8;68;17,286;2520,93;1;1,034;70,95;12;2,794;424,26;1;1,051;85,89;0;0;0;2;0,323;57,04;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD05 (MT / Abonados Especiales con Demanda);S;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,42942;66,1;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD06 (MT / Abonados Especiales con Demanda Horaria);S;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD30 (MT / Bombeo de agua comunidades campesinas);N;4;0;0;0;0;0;0;0;0;0;2;3,81072;153,82;32;286,37914;11477,57;1;0,121;5,54;1;2,07774;83,81;0;0;0;19;64,70928;2601,67;0;0;0;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD11 (MT / Bombeo de Agua con Demanda);S;4;0;0;0;57;43,07562;3814,41;18;72,03239;6943,39;95;2188,99414;158194,9;363;2447,42514;216481,41;59;100,16704;14001,86;183;991,46202;83942,49;59;2605,85514;203910,61;216;4407,9385;321132,11;60;367,24642;30473,91;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD12 (MT / Bombeo de Agua con Demanda Horaria);S;4;0;0;0;354;8656,95529;626746;4;107,45345;8371,18;55;3571,36496;217221,25;17;210,4193;35838,98;14;2239,758;142044,17;23;635,142;44348,77;47;9255,70884;603998,86;21;2850,82558;193089,07;31;297,6038;21421,53;0;0;0
Feb;General;Media;Comercial;Privado;MTCGCD01 (MT / Comercial con Demanda);S;5;183;354,00028;39878,99;728;784,2651;91056,19;464;1707,55471;205217,54;1709;26080,2214;2773991,5;1538;12274,62507;1416519,58;674;2555,41512;308464,31;1969;7244,46708;856896,84;470;3573,16441;410576,72;458;4134,92666;479045,33;822;3094,93962;367336,63;0;0;0
Feb;General;Media;Comercial;Privado;MTCGCD02 (MT / Comercial con Demanda Horaria);S;5;0;0;0;610;6848,49993;712549,42;41;916,71726;95095,56;541;19759,23584;1923967,64;90;2721,54124;283768,91;40;497,7349;52306,15;448;10130,75311;1049301,79;31;1857,72914;192901,52;5;638,3265;64490,9;208;4787,29912;443565,27;11;389,98;40044,66
Feb;General;Media;Otros;Privado;MTCGCD33 (MT / Culto Religioso con Demanda);S;6;2;1,25358;118,29;32;62,60828;6439,07;4;5,92967;598,73;45;153,23022;15216,05;49;207,2081;19950,16;27;47,07564;5145,26;42;57,39682;6243,63;13;31,64544;3656,68;4;9,4432;937,06;15;22,49068;2368,13;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD15 (MT / Escenarios Deportivos con Demanda);S;8;2;0,16626;62,76;7;5,07144;570,19;0;0;0;30;228,4028;20902,71;8;47,81772;4592,22;8;20,2197;2247,06;7;10,59293;1276,16;2;2,31438;297,91;0;0;0;1;3,071;316,5;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD16 (MT / Escenarios Deportivos con Demanda Horaria);S;8;0;0;0;4;14,67722;1569,12;0;0;0;4;76,163;6831,75;0;0;0;0;0;0;1;3,29154;1212,53;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD25 (MT / Estación de Carga Rápida con Demanda Horaria Diferenciada);S;16;0;0;0;0;0;0;0;0;0;5;227,509;14098,3;2;93,387;6185,34;0;0;0;2;-1,3209;54,81;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Industrial;Privado;MTCGCD03 (MT / Industrial con Demanda);S;9;19;39,59528;5444,77;175;140,08706;17646,76;43;134,77864;20899,37;246;8524,21138;860000,55;378;7638,14739;884002,32;45;123,14352;19140,92;17;84,6145;11751,32;50;560,33292;65148,67;43;843,52014;127811,62;86;285,01898;39640,4;0;0;0
Feb;General;Media;Industrial;Privado;MTCGCD32 (MT / Industrial con Demanda Horaria Diferenciada);S;9;0;0;0;526;34864,19734;3500931,69;36;4178,54931;411655,51;502;44610,40501;4009905,5;209;20382,39766;2025818,12;82;3521,13486;360959,66;115;20139,06267;1987436,62;50;5116,86396;506600,8;26;1994,44473;201335,17;115;6854,54106;680563,48;43;2444,50324;244337,53
Feb;General;;Industrial;Privado;REFACTIN (Industrial / Refacturaciones y Reliquidaciones);;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD36 (MT / Autoconsumo con Demanda Horaria);S;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feb;General;Media;Otros;Privado;MTCGCD37 (MT / Autoconsumo con Demanda);S;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
